prodgroup3,dlcp,sdd_sequence,operation,wip,yield,shipout,commit1,commit2,qtg1,qtg2,qps1,qps2,stg1,stg2
ARLS816L,FF,270,2978,0.0,1.0,0.0,0.0,24.18,-16.597,8.845,-4.256,0.494,3.9,17.9
ARLS816L,FF,280,4992,0.0,1.0,0.0,0.0,24.18,-16.597,8.845,-4.256,0.494,3.9,17.9
ARLS816L,FF,290,265,0.0,1.0,0.0,0.0,24.18,-16.597,8.845,-4.048,0.489,4.1,18.1
ARLS816L,FF,300,2172,0.0,1.0,0.0,0.0,24.18,-16.597,8.845,-3.772,0.481,4.4,18.4
ARLS816L,FF,310,4513,0.0,1.0,0.0,0.0,24.18,-16.597,8.845,-3.688,0.478,4.5,18.5
ARLS816L,FF,320,5001,0.0,1.0,0.0,0.0,24.18,-16.597,8.845,-3.688,0.478,4.5,18.5
ARLS816L,FF,330,11,0.0,1.0,0.0,0.0,24.18,-16.597,8.845,-3.608,0.476,4.6,18.6
ARLS816L,FF,340,7820,0.0,1.0,0.0,0.0,24.18,-16.597,8.845,-2.634,0.436,6.3,20.3
ARLS816L,FF,350,7821,0.0,1.0,0.0,0.0,24.18,-16.597,8.845,-2.634,0.436,6.3,20.3
ARLS816L,FF,360,7827,0.0,1.0,0.0,0.0,24.18,-16.597,8.845,-2.634,0.436,6.3,20.3
ARLS816L,FF,370,7060,0.0,1.0,0.0,0.0,24.18,-16.597,8.845,-2.634,0.436,6.3,20.3
ARLS816L,FF,380,8585,0.0,1.0,0.0,0.0,24.18,-16.597,8.845,-2.593,0.434,6.4,20.4
ARLS816L,FF,390,8785,0.0,1.0,0.0,0.0,24.18,-16.597,8.845,-2.593,0.434,6.4,20.4
ARLS816L,FF,400,8780,0.0,1.0,0.0,0.0,24.18,-16.597,8.845,-2.593,0.434,6.4,20.4
ARLS816L,FF,410,8832,0.0,1.0,0.0,0.0,24.18,-16.597,8.845,-2.553,0.431,6.5,20.5
ARLS816L,FF,420,7571,0.0,0.96,0.0,0.0,24.18,-16.597,8.845,-2.441,0.425,6.8,20.8
ARLS816L,FF,430,7200,0.0,1.0,0.0,0.0,24.18,-15.933,8.491,-2.276,0.404,7.0,21.0
ARLS816L,FF,440,3777,0.0,1.0,0.0,0.0,24.18,-15.933,8.491,-2.276,0.404,7.0,21.0
ARLS816L,FF,450,7290,15.933,1.0,0.0,0.0,24.18,0.0,24.424,0.0,1.163,7.0,21.0
ARLS816L,FF,460,488,0.0,1.0,0.0,0.0,24.18,0.0,24.424,0.0,1.163,7.0,21.0
ARLS816L,FF,470,6197,0.0,1.0,0.0,0.0,24.18,0.0,24.424,0.0,1.163,7.0,21.0
ARLS816L,FF,480,6511,0.0,1.0,0.0,0.0,24.18,0.0,24.424,0.0,1.163,7.0,21.0
ARLS816L,FF,490,5006,0.0,1.0,0.0,0.0,24.18,0.0,24.424,0.0,1.163,7.0,21.0
ARLS816L,FF,500,6970,0.0,0.99,0.0,0.0,24.18,0.0,24.424,0.0,1.12,7.8,21.8
ARLS816L,FF,510,7899,0.0,1.0,0.0,0.0,24.18,0.0,24.18,0.0,1.109,7.8,21.8
ARLS816L,FF,520,7295,0.0,1.0,0.0,0.0,24.18,0.0,24.18,0.0,1.109,7.8,21.8
ARLS816L,FF,530,7297,0.0,1.0,0.0,0.0,24.18,0.0,24.18,0.0,1.109,7.8,21.8
ARLS816L,FF,540,6274,0.0,1.0,0.0,0.0,24.18,0.0,24.18,0.0,1.109,7.8,21.8
ARLS816L,FF,550,6275,0.0,1.0,0.0,0.0,24.18,0.0,24.18,0.0,1.109,7.8,21.8
ARLS816L,FF,560,6676,0.0,1.0,0.0,0.0,24.18,0.0,24.18,0.0,1.104,7.9,21.9
ARLS816L,FF,570,7300,0.0,1.0,0.0,0.0,24.18,0.0,24.18,0.0,1.084,8.3,22.3
ARLS816L,FF,580,1007,0.0,1.0,0.0,0.0,24.18,0.0,24.18,0.0,1.079,8.4,22.4
ARLS816L,FF,590,6547,0.0,1.0,0.0,0.0,24.18,0.0,24.18,0.0,1.079,8.4,22.4
ARLS816L,FF,600,8792,0.0,1.0,0.0,0.0,24.18,0.0,24.18,0.0,1.079,8.4,22.4
ARLS816L,FF,610,7333,0.0,1.0,0.0,0.0,24.18,0.0,24.18,0.0,1.079,8.4,22.4
ARLS816L,FF,620,7417,0.0,1.0,0.0,0.0,24.18,0.0,24.18,0.0,1.079,8.4,22.4
ARLS816L,FF,630,7226,0.0,1.0,0.0,0.0,24.18,0.0,24.18,0.0,1.075,8.5,22.5
ARLS816L,FF,640,7000,0.0,1.0,0.0,0.0,24.18,0.0,24.18,0.0,1.075,8.5,22.5
ARLS816L,FF,650,7472,0.0,1.0,0.0,0.0,24.18,0.0,24.18,0.0,1.07,8.6,22.6
ARLS816L,FF,660,8581,0.0,1.0,0.0,0.0,24.18,0.0,24.18,0.0,1.07,8.6,22.6
ARLS816L,FF,670,7354,0.0,1.0,0.0,0.0,24.18,0.0,24.18,0.0,1.07,8.6,22.6
ARLS816L,FF,680,7475,0.0,1.0,0.0,0.0,24.18,0.0,24.18,0.0,1.065,8.7,22.7
ARLS816L,FF,690,7345,0.0,1.0,0.0,0.0,24.18,0.0,24.18,0.0,1.065,8.7,22.7
ARLS816L,FF,700,7399,0.0,1.0,0.0,0.0,24.18,0.0,24.18,0.0,1.061,8.8,22.8
ARLU281,FF,10,1209,0.0,1.0,60.908,110.949,115.0,-41.425,78.206,-41.425,5.357,0.6,14.6
ARLU281,FF,20,1204,17.842,1.0,60.908,110.949,115.0,-23.583,96.048,-13.102,6.079,1.8,15.8
ARLU281,FF,30,5651,1.789,1.0,60.908,110.949,115.0,-21.794,97.837,-11.471,6.153,1.9,15.9
ARLU281,FF,40,2004,5.057,1.0,60.908,110.949,115.0,-16.737,102.894,-7.97,6.391,2.1,16.1
ARLU281,FF,50,1225,7.154,1.0,60.908,110.949,115.0,-9.583,110.048,-3.993,6.71,2.4,16.4
ARLU281,FF,60,1987,0.0,1.0,60.908,110.949,115.0,-9.583,110.048,-3.305,6.512,2.9,16.9
ARLU281,FF,70,2135,1.792,1.0,60.908,110.949,115.0,-7.791,111.84,-2.687,6.618,2.9,16.9
ARLU281,FF,80,730,1.792,1.0,60.908,110.949,115.0,-5.999,113.632,-2.0,6.684,3.0,17.0
ARLU281,FF,90,1429,0.0,1.0,60.908,110.949,115.0,-5.999,113.632,-1.935,6.645,3.1,17.1
ARLU281,FF,100,970,3.584,1.0,60.908,110.949,115.0,-2.415,117.216,-0.69,6.698,3.5,17.5
ARLU281,FF,110,1430,0.0,1.0,60.908,110.949,115.0,-2.415,117.216,-0.671,6.66,3.6,17.6
ARLU281,FF,120,1237,0.0,1.0,60.908,110.949,115.0,-2.415,117.216,-0.653,6.622,3.7,17.7
ARLU281,FF,130,5653,1.791,1.0,60.908,110.949,115.0,-0.624,119.007,-0.164,6.686,3.8,17.8
ARLU281,FF,140,2171,1.79,1.0,60.908,110.949,115.0,1.166,120.797,0.307,6.786,3.8,17.8
ARLU281,FF,150,2151,0.0,1.0,60.908,110.949,115.0,1.166,120.797,0.299,6.748,3.9,17.9
ARLU281,FF,160,2436,1.792,1.0,60.908,110.949,115.0,2.958,122.589,0.758,6.849,3.9,17.9
ARLU281,FF,170,2150,0.0,1.0,60.908,110.949,115.0,2.958,122.589,0.739,6.81,4.0,18.0
ARLU281,FF,180,2133,3.584,1.0,60.908,110.949,115.0,6.542,126.173,1.363,6.711,4.8,18.8
ARLU281,FF,190,2172,0.0,1.0,60.908,110.949,115.0,6.542,126.173,1.335,6.676,4.9,18.9
ARLU281,FF,200,5001,0.0,1.0,60.908,110.949,115.0,6.542,126.173,1.335,6.676,4.9,18.9
ARLU281,FF,210,11,0.0,1.0,60.908,110.949,115.0,6.542,126.173,1.335,6.676,4.9,18.9
ARLU281,FF,220,7652,0.0,1.0,60.908,110.949,115.0,6.542,126.173,1.335,6.676,4.9,18.9
ARLU281,FF,230,7653,0.0,1.0,60.908,110.949,115.0,6.542,126.173,1.335,6.676,4.9,18.9
ARLU281,FF,240,7654,0.0,1.0,60.908,110.949,115.0,6.542,126.173,1.335,6.676,4.9,18.9
ARLU281,FF,250,7655,0.0,1.0,60.908,110.949,115.0,6.542,126.173,1.335,6.676,4.9,18.9
ARLU281,FF,260,7820,5.372,1.0,60.908,110.949,115.0,11.914,131.545,1.891,6.48,6.3,20.3
ARLU281,FF,270,7821,0.0,1.0,60.908,110.949,115.0,11.914,131.545,1.891,6.48,6.3,20.3
ARLU281,FF,280,7827,0.0,1.0,60.908,110.949,115.0,11.914,131.545,1.891,6.48,6.3,20.3
ARLU281,FF,290,7060,0.0,1.0,60.908,110.949,115.0,11.914,131.545,1.891,6.48,6.3,20.3
ARLU281,FF,300,8585,0.0,1.0,60.908,110.949,115.0,11.914,131.545,1.862,6.448,6.4,20.4
ARLU281,FF,310,8785,0.0,1.0,60.908,110.949,115.0,11.914,131.545,1.862,6.448,6.4,20.4
ARLU281,FF,320,8780,0.0,1.0,60.908,110.949,115.0,11.914,131.545,1.862,6.448,6.4,20.4
ARLU281,FF,330,8832,2.715,1.0,60.908,110.949,115.0,14.629,134.26,2.251,6.549,6.5,20.5
ARLU281,FF,340,8834,0.0,1.0,60.908,110.949,115.0,14.629,134.26,2.251,6.549,6.5,20.5
ARLU281,FF,350,7571,1.786,0.971,60.908,110.949,115.0,16.415,136.046,2.414,6.541,6.8,20.8
ARLU281,FF,360,7200,0.0,1.0,60.908,110.949,115.0,15.939,132.1,2.277,6.29,7.0,21.0
ARLU281,FF,370,3777,0.0,1.0,60.908,110.949,115.0,15.939,132.1,2.277,6.29,7.0,21.0
ARLU281,FF,380,5006,0.0,1.0,60.908,110.949,115.0,15.939,132.1,2.277,6.29,7.0,21.0
ARLU281,FF,390,7290,7.451,1.0,60.908,110.949,115.0,23.39,139.551,3.341,6.645,7.0,21.0
ARLU281,FF,400,488,0.0,1.0,60.908,110.949,115.0,23.39,139.551,3.249,6.583,7.2,21.2
ARLU281,FF,410,8795,0.0,1.0,60.908,110.949,115.0,23.39,139.551,3.249,6.583,7.2,21.2
ARLU281,FF,420,6970,12.993,0.99,60.908,110.949,115.0,36.383,152.544,4.548,6.934,8.0,22.0
ARLU281,FF,430,7899,0.0,1.0,60.908,110.949,115.0,36.019,151.019,4.502,6.864,8.0,22.0
ARLU281,FF,440,7295,0.0,1.0,60.908,110.949,115.0,36.019,151.019,4.502,6.864,8.0,22.0
ARLU281,FF,450,7297,0.0,1.0,60.908,110.949,115.0,36.019,151.019,4.502,6.864,8.0,22.0
ARLU281,FF,460,6274,0.0,1.0,60.908,110.949,115.0,36.019,151.019,4.393,6.803,8.2,22.2
ARLU281,FF,470,6275,0.0,1.0,60.908,110.949,115.0,36.019,151.019,4.393,6.803,8.2,22.2
ARLU281,FF,480,6676,0.0,1.0,60.908,110.949,115.0,36.019,151.019,4.34,6.772,8.3,22.3
ARLU281,FF,490,6379,0.0,1.0,60.908,110.949,115.0,36.019,151.019,4.34,6.772,8.3,22.3
ARLU281,FF,500,7906,3.376,1.0,60.908,110.949,115.0,39.395,154.395,4.746,6.924,8.3,22.3
ARLU281,FF,510,1007,1.302,1.0,60.908,110.949,115.0,40.697,155.697,4.845,6.951,8.4,22.4
ARLU281,FF,520,6547,0.0,1.0,60.908,110.949,115.0,40.697,155.697,4.845,6.951,8.4,22.4
ARLU281,FF,530,8792,0.0,1.0,60.908,110.949,115.0,40.697,155.697,4.845,6.951,8.4,22.4
ARLU281,FF,540,1793,0.0,1.0,60.908,110.949,115.0,40.697,155.697,4.845,6.951,8.4,22.4
ARLU281,FF,550,7226,1.652,1.0,60.908,110.949,115.0,42.349,157.349,5.042,7.025,8.4,22.4
ARLU281,FF,560,7333,0.0,1.0,60.908,110.949,115.0,42.349,157.349,4.982,6.993,8.5,22.5
ARLU281,FF,570,7000,0.0,1.0,60.908,110.949,115.0,42.349,157.349,4.982,6.993,8.5,22.5
ARLU281,FF,580,8581,0.0,1.0,60.908,110.949,115.0,42.349,157.349,4.924,6.962,8.6,22.6
ARLU281,FF,590,7354,1.436,1.0,60.908,110.949,115.0,43.785,158.785,5.091,7.026,8.6,22.6
ARLU281,FF,600,7475,1.635,1.0,60.908,110.949,115.0,45.42,160.42,5.221,7.067,8.7,22.7
ARLU281,FF,610,7345,0.0,1.0,60.908,110.949,115.0,45.42,160.42,5.221,7.067,8.7,22.7
ARLU281,FF,620,7399,4.621,1.0,60.908,110.949,115.0,50.041,165.041,5.686,7.239,8.8,22.8
BTLS601,FF,10,1209,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.387,-0.026,0.6,14.6
BTLS601,FF,20,1204,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.387,-0.026,0.8,14.8
BTLS601,FF,30,5651,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.387,-0.026,0.9,14.9
BTLS601,FF,40,2004,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.352,-0.026,1.1,15.1
BTLS601,FF,50,1225,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.276,-0.025,1.4,15.4
BTLS601,FF,60,1429,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.258,-0.025,1.5,15.5
BTLS601,FF,70,1235,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.204,-0.024,1.9,15.9
BTLS601,FF,80,1430,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.204,-0.024,1.9,15.9
BTLS601,FF,90,1237,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.204,-0.024,1.9,15.9
BTLS601,FF,100,1253,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.204,-0.024,1.9,15.9
BTLS601,FF,110,5653,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.161,-0.024,2.4,16.4
BTLS601,FF,120,2171,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.155,-0.023,2.5,16.5
BTLS601,FF,130,2176,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.149,-0.023,2.6,16.6
BTLS601,FF,140,1892,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.138,-0.023,2.8,16.8
BTLS601,FF,150,2150,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.105,-0.022,3.7,17.7
BTLS601,FF,160,2090,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.102,-0.022,3.8,17.8
BTLS601,FF,170,1264,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.099,-0.022,3.9,17.9
BTLS601,FF,180,1501,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.092,-0.021,4.2,18.2
BTLS601,FF,190,1266,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.081,-0.021,4.8,18.8
BTLS601,FF,200,1268,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.081,-0.021,4.8,18.8
BTLS601,FF,210,4992,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.076,-0.02,5.1,19.1
BTLS601,FF,220,265,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.07,-0.02,5.5,19.5
BTLS601,FF,230,2172,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.068,-0.02,5.7,19.7
BTLS601,FF,240,5001,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.068,-0.02,5.7,19.7
BTLS601,FF,250,11,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.068,-0.02,5.7,19.7
BTLS601,FF,260,7465,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.068,-0.02,5.7,19.7
BTLS601,FF,270,7460,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.068,-0.02,5.7,19.7
BTLS601,FF,280,7462,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.068,-0.02,5.7,19.7
BTLS601,FF,290,7463,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.068,-0.02,5.7,19.7
BTLS601,FF,300,7464,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.068,-0.02,5.7,19.7
BTLS601,FF,310,7391,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.068,-0.02,5.7,19.7
BTLS601,FF,320,7820,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.061,-0.019,6.3,20.3
BTLS601,FF,330,7060,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.057,-0.019,6.8,20.8
BTLS601,FF,340,8585,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.057,-0.019,6.8,20.8
BTLS601,FF,350,8780,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.057,-0.019,6.8,20.8
BTLS601,FF,360,6555,0.0,1.0,0.0,0.0,0.0,-0.387,-0.387,-0.057,-0.019,6.8,20.8
BTLS601,FF,370,7571,0.0,0.9564,0.0,0.0,0.0,-0.387,-0.387,-0.056,-0.019,6.9,20.9
BTLS601,FF,380,3777,0.0,1.0,0.0,0.0,0.0,-0.37,-0.37,-0.37,-0.042,-5.2,8.8
BTLS601,FF,390,7290,0.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,21.0
BTLS601,FF,400,6970,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,21.8
BTLS601,FF,410,6944,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,21.8
BTLS601,FF,420,7297,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,21.8
BTLS601,FF,430,6208,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,21.8
BTLS601,FF,440,6274,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,21.8
BTLS601,FF,450,6209,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,21.8
BTLS601,FF,460,6676,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,21.8
BTLS601,FF,470,6677,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,21.8
BTLS601,FF,480,6678,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,21.8
BTLS601,FF,490,7300,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,21.9
BTLS601,FF,500,1007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,22.1
BTLS601,FF,510,6547,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,22.1
BTLS601,FF,520,8792,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,22.1
BTLS601,FF,530,7226,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,22.2
BTLS601,FF,540,7000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,22.4
BTLS601,FF,550,7417,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,22.4
BTLS601,FF,560,7472,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,22.5
BTLS601,FF,570,7475,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,22.6
BTLS601,FF,580,7345,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,22.7
BTLS601,FF,590,7399,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,22.8
BTLS601,UV,10,1209,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,14.6
BTLS601,UV,20,1204,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,14.8
BTLS601,UV,30,5651,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,14.9
BTLS601,UV,40,2004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,15.1
BTLS601,UV,50,1225,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,15.4
BTLS601,UV,60,1429,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,15.5
BTLS601,UV,70,1235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,15.9
BTLS601,UV,80,1430,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,15.9
BTLS601,UV,90,1237,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,15.9
BTLS601,UV,100,1253,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,15.9
BTLS601,UV,110,5653,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,16.4
BTLS601,UV,120,2171,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,16.5
BTLS601,UV,130,2176,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,16.6
BTLS601,UV,140,1892,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,16.8
BTLS601,UV,150,2150,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,17.7
BTLS601,UV,160,2090,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,17.8
BTLS601,UV,170,1264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,17.9
BTLS601,UV,180,1501,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,18.2
BTLS601,UV,190,1266,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,18.8
BTLS601,UV,200,1268,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,18.8
BTLS601,UV,210,4992,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,19.1
BTLS601,UV,220,265,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,19.5
BTLS601,UV,230,2172,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,19.7
BTLS601,UV,240,5001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,19.7
BTLS601,UV,250,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,19.7
BTLS601,UV,260,7465,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,19.7
BTLS601,UV,270,7460,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,19.7
BTLS601,UV,280,7462,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,19.7
BTLS601,UV,290,7463,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,19.7
BTLS601,UV,300,7464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,19.7
BTLS601,UV,310,7391,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,19.7
BTLS601,UV,320,7820,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,20.3
BTLS601,UV,330,7060,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,20.8
BTLS601,UV,340,8585,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,20.8
BTLS601,UV,350,8780,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,20.8
BTLS601,UV,360,6555,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,20.8
BTLS601,UV,370,7571,0.0,0.9564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,20.9
BTLS601,UV,380,3777,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-5.2,8.8
BTLS601,UV,390,7290,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,21.0
BTLS601,UV,400,6970,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,21.8
BTLS601,UV,410,6944,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,21.8
BTLS601,UV,420,7297,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,21.8
BTLS601,UV,430,6208,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,21.8
BTLS601,UV,440,6274,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,21.8
BTLS601,UV,450,6209,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,21.8
BTLS601,UV,460,6676,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,21.8
BTLS601,UV,470,6677,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,21.8
BTLS601,UV,480,6678,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,21.8
BTLS601,UV,490,7300,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,21.9
BTLS601,UV,500,1007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,22.1
BTLS601,UV,510,6547,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,22.1
BTLS601,UV,520,8792,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,22.1
BTLS601,UV,530,7226,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,22.2
BTLS601,UV,540,7000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,22.4
BTLS601,UV,550,7417,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,22.4
BTLS601,UV,560,7472,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,22.5
BTLS601,UV,570,7475,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,22.6
BTLS601,UV,580,7345,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,22.7
BTLS601,UV,590,7399,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,22.8
BTLS601,UX,10,1209,0.0,1.0,0.0,0.0,3.0,0.0,3.168,0.0,0.217,0.6,14.6
BTLS601,UX,20,1204,0.0,1.0,0.0,0.0,3.0,0.0,3.168,0.0,0.214,0.8,14.8
BTLS601,UX,30,5651,0.0,1.0,0.0,0.0,3.0,0.0,3.168,0.0,0.213,0.9,14.9
BTLS601,UX,40,2004,0.0,1.0,0.0,0.0,3.0,0.0,3.168,0.0,0.21,1.1,15.1
BTLS601,UX,50,1225,0.0,1.0,0.0,0.0,3.0,0.0,3.168,0.0,0.206,1.4,15.4
BTLS601,UX,60,1429,0.0,1.0,0.0,0.0,3.0,0.0,3.168,0.0,0.204,1.5,15.5
BTLS601,UX,70,1235,0.0,1.0,0.0,0.0,3.0,0.0,3.168,0.0,0.199,1.9,15.9
BTLS601,UX,80,1430,0.0,1.0,0.0,0.0,3.0,0.0,3.168,0.0,0.199,1.9,15.9
BTLS601,UX,90,1237,0.0,1.0,0.0,0.0,3.0,0.0,3.168,0.0,0.199,1.9,15.9
BTLS601,UX,100,1253,0.0,1.0,0.0,0.0,3.0,0.0,3.168,0.0,0.199,1.9,15.9
BTLS601,UX,110,5653,0.0,1.0,0.0,0.0,3.0,0.0,3.168,0.0,0.193,2.4,16.4
