platform_name,product_site_name,prodgroup3,item_id,dlcp_proc,metric_key,mfg_stage,euph,operation,operation_name,resource_,common_name,gu,mor,lot_sampling,lot_size,mor_source
AT,A48,NVP,40738,FF,800191_VF,HVM-FULL,183550.0,151,CSAM EPOXY FLI,CSMj,Nova Lake PCH-S,64.2,1414.07,1.0,,mcs_original
AT,A48,NVP,40738,FF,800191_VF,HVM-FULL,183550.0,1237,CSAM EPOXY FLI,CSMj,Nova Lake PCH-S,64.2,1414.07,1.0,,mcs_original
AT,A48,NVP,40738,FF,800191_VF,HVM-FULL,183550.0,1237,CSAM EPOXY FLI,CSMj,Nova Lake PCH-S,64.2,1414.07,6.0,,mcs_original
AT,A48,NVP,40738,FF,800191_VF,HVM-FULL,183550.0,1803,CSAM EPOXY FLI,CSMj,Nova Lake PCH-S,64.2,1414.07,1.0,,mcs_original
AT,A48,NVP,40738,FF,800191_VF,HVM-FULL,183550.0,2237,CSAM EPOXY FLI,CSMj,Nova Lake PCH-S,64.2,1414.07,1.0,,mcs_original
AT,A48,NVP,40738,FF,800191_VF,HVM-FULL,183550.0,3040,CSAM EPOXY FLI,CSMj,Nova Lake PCH-S,64.2,1414.07,1.0,,mcs_original
AT,A48,NVP,40738,FF,795406_VF,HVM-FULL,183550.0,151,CSAM EPOXY FLI,CSMk,Nova Lake PCH-S,64.0,1409.66,1.0,,mcs_original
AT,A48,NVP,40738,FF,795406_VF,HVM-FULL,183550.0,1237,CSAM EPOXY FLI,CSMk,Nova Lake PCH-S,64.0,1409.66,1.0,,mcs_original
AT,A48,NVP,40738,FF,795406_VF,HVM-FULL,183550.0,1237,CSAM EPOXY FLI,CSMk,Nova Lake PCH-S,64.0,1409.66,6.0,,mcs_original
AT,A48,NVP,40738,FF,795406_VF,HVM-FULL,183550.0,1803,CSAM EPOXY FLI,CSMk,Nova Lake PCH-S,64.0,1409.66,1.0,,mcs_original
AT,A48,NVP,40738,FF,795406_VF,HVM-FULL,183550.0,2237,CSAM EPOXY FLI,CSMk,Nova Lake PCH-S,64.0,1409.66,1.0,,mcs_original
AT,A48,NVP,40738,FF,795406_VF,HVM-FULL,183550.0,3040,CSAM EPOXY FLI,CSMk,Nova Lake PCH-S,64.0,1409.66,1.0,,mcs_original
AT,A48,RSLHCP,38794,FF,788993_VF,HVM-FULL,183210.0,2534,DEFLUX PRE DLA,DFXg,RSD MCP HCC,96.0,2110.58,1.0,440.0,mcs_original
AT,A48,PP-RSLHCP,38794,FF,788993_VF,HVM-FULL,183210.0,2534,DEFLUX PRE DLA,DFXg,RSD MCP HCC,96.0,2110.58,1.0,440.0,mcs_original
AT,A48,RSLLCP,38793,FF,788995_VF,HVM-FULL,183210.0,2534,DEFLUX PRE DLA,DFXg,RSD MCP LCC,96.0,2110.58,1.0,440.0,mcs_original
AT,A48,RSLXCP,38184,FF,788994_VF,HVM-FULL,183210.0,2534,DEFLUX PRE DLA,DFXg,RSD MCP XCC,96.0,2110.58,1.0,440.0,mcs_original
AT,A48,PP-RSLXCP,38184,FF,788994_VF,HVM-FULL,183210.0,2534,DEFLUX PRE DLA,DFXg,RSD MCP XCC,96.0,2110.58,1.0,440.0,mcs_original
AT,A48,IVBB22,27703,HP,609865_VF,HVM-FULL,176320.0,151,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27703,HP,609865_VF,HVM-FULL,176320.0,1237,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27703,HP,609865_VF,HVM-FULL,176320.0,1803,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27703,HP,609865_VF,HVM-FULL,176320.0,2237,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27703,HP,609865_VF,HVM-FULL,176320.0,3040,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27703,HP,506388_VF,HVM-FULL,176320.0,151,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27703,HP,506388_VF,HVM-FULL,176320.0,1237,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27703,HP,506388_VF,HVM-FULL,176320.0,1803,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27703,HP,506388_VF,HVM-FULL,176320.0,2237,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27703,HP,506388_VF,HVM-FULL,176320.0,3040,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27706,LP,609865_VF,HVM-FULL,176320.0,151,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27706,LP,609865_VF,HVM-FULL,176320.0,1237,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27706,LP,609865_VF,HVM-FULL,176320.0,1803,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27706,LP,609865_VF,HVM-FULL,176320.0,2237,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27706,LP,609865_VF,HVM-FULL,176320.0,3040,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27534,LP,609865_VF,HVM-FULL,176320.0,151,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27534,LP,609865_VF,HVM-FULL,176320.0,1237,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27534,LP,609865_VF,HVM-FULL,176320.0,1803,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27534,LP,609865_VF,HVM-FULL,176320.0,2237,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27534,LP,609865_VF,HVM-FULL,176320.0,3040,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27894,LP,609865_VF,HVM-FULL,176320.0,151,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27894,LP,609865_VF,HVM-FULL,176320.0,1237,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27894,LP,609865_VF,HVM-FULL,176320.0,1803,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27894,LP,609865_VF,HVM-FULL,176320.0,2237,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27894,LP,609865_VF,HVM-FULL,176320.0,3040,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27538,LP,609865_VF,HVM-FULL,176320.0,151,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27538,LP,609865_VF,HVM-FULL,176320.0,1237,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27538,LP,609865_VF,HVM-FULL,176320.0,1803,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27538,LP,609865_VF,HVM-FULL,176320.0,2237,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27538,LP,609865_VF,HVM-FULL,176320.0,3040,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27706,LP,506388_VF,HVM-FULL,176320.0,151,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27706,LP,506388_VF,HVM-FULL,176320.0,1237,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27706,LP,506388_VF,HVM-FULL,176320.0,1803,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27706,LP,506388_VF,HVM-FULL,176320.0,2237,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27706,LP,506388_VF,HVM-FULL,176320.0,3040,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27534,LP,506388_VF,HVM-FULL,176320.0,151,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27534,LP,506388_VF,HVM-FULL,176320.0,1237,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27534,LP,506388_VF,HVM-FULL,176320.0,1803,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27534,LP,506388_VF,HVM-FULL,176320.0,2237,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27534,LP,506388_VF,HVM-FULL,176320.0,3040,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27894,LP,506388_VF,HVM-FULL,176320.0,151,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27894,LP,506388_VF,HVM-FULL,176320.0,1237,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27894,LP,506388_VF,HVM-FULL,176320.0,1803,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27894,LP,506388_VF,HVM-FULL,176320.0,2237,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27894,LP,506388_VF,HVM-FULL,176320.0,3040,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27538,LP,506388_VF,HVM-FULL,176320.0,151,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27538,LP,506388_VF,HVM-FULL,176320.0,1237,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27538,LP,506388_VF,HVM-FULL,176320.0,1803,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27538,LP,506388_VF,HVM-FULL,176320.0,2237,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27538,LP,506388_VF,HVM-FULL,176320.0,3040,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27533,MP,609865_VF,HVM-FULL,176320.0,151,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27533,MP,609865_VF,HVM-FULL,176320.0,1237,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27533,MP,609865_VF,HVM-FULL,176320.0,1803,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27533,MP,609865_VF,HVM-FULL,176320.0,2237,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27533,MP,609865_VF,HVM-FULL,176320.0,3040,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27537,MP,609865_VF,HVM-FULL,176320.0,151,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27537,MP,609865_VF,HVM-FULL,176320.0,1237,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27537,MP,609865_VF,HVM-FULL,176320.0,1803,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27537,MP,609865_VF,HVM-FULL,176320.0,2237,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27537,MP,609865_VF,HVM-FULL,176320.0,3040,CSAM EPOXY FLI,CSMe,IVB H22,97.5,2062.94,1.0,,mcs_original
AT,A48,IVBB22,27533,MP,506388_VF,HVM-FULL,176320.0,151,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27533,MP,506388_VF,HVM-FULL,176320.0,1237,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27533,MP,506388_VF,HVM-FULL,176320.0,1803,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27533,MP,506388_VF,HVM-FULL,176320.0,2237,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27533,MP,506388_VF,HVM-FULL,176320.0,3040,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27537,MP,506388_VF,HVM-FULL,176320.0,151,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27537,MP,506388_VF,HVM-FULL,176320.0,1237,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27537,MP,506388_VF,HVM-FULL,176320.0,1803,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27537,MP,506388_VF,HVM-FULL,176320.0,2237,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,IVBB22,27537,MP,506388_VF,HVM-FULL,176320.0,3040,CSAM EPOXY FLI,CSMg,IVB H22,97.4,2060.83,1.0,,mcs_original
AT,A48,CMLS62,34036,FF,555425_VF,HVM-FULL,175580.0,265,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,34036,FF,555425_VF,HVM-FULL,175580.0,1268,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,34036,FF,555425_VF,HVM-FULL,175580.0,2547,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35497,FF,555425_VF,HVM-FULL,175580.0,265,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35497,FF,555425_VF,HVM-FULL,175580.0,1268,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35497,FF,555425_VF,HVM-FULL,175580.0,2547,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,PP-CMLS62,33519,FF,555438_VF,HVM-MOR,175580.0,265,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,PP-CMLS62,33519,FF,555438_VF,HVM-MOR,175580.0,1268,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,PP-CMLS62,33519,FF,555438_VF,HVM-MOR,175580.0,2547,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,34036,FF,506228_VF,HVM-FULL,175580.0,265,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,34036,FF,506228_VF,HVM-FULL,175580.0,1268,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,34036,FF,506228_VF,HVM-FULL,175580.0,2547,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35497,FF,506228_VF,HVM-FULL,175580.0,265,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35497,FF,506228_VF,HVM-FULL,175580.0,1268,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35497,FF,506228_VF,HVM-FULL,175580.0,2547,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,PP-CMLS62,33519,FF,528508_VF,HVM-MOR,175580.0,265,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,PP-CMLS62,33519,FF,528508_VF,HVM-MOR,175580.0,1268,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,PP-CMLS62,33519,FF,528508_VF,HVM-MOR,175580.0,2547,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35541,HP,555425_VF,HVM-FULL,175580.0,265,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35541,HP,555425_VF,HVM-FULL,175580.0,1268,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35541,HP,555425_VF,HVM-FULL,175580.0,2547,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35174,HP,555425_VF,HVM-FULL,175580.0,265,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35174,HP,555425_VF,HVM-FULL,175580.0,1268,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35174,HP,555425_VF,HVM-FULL,175580.0,2547,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35541,HP,506228_VF,HVM-FULL,175580.0,265,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35541,HP,506228_VF,HVM-FULL,175580.0,1268,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35541,HP,506228_VF,HVM-FULL,175580.0,2547,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35174,HP,506228_VF,HVM-FULL,175580.0,265,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35174,HP,506228_VF,HVM-FULL,175580.0,1268,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35174,HP,506228_VF,HVM-FULL,175580.0,2547,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35650,UH,555425_VF,HVM-FULL,175580.0,265,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35650,UH,555425_VF,HVM-FULL,175580.0,1268,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35650,UH,555425_VF,HVM-FULL,175580.0,2547,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35650,UH,506228_VF,HVM-FULL,175580.0,265,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35650,UH,506228_VF,HVM-FULL,175580.0,1268,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35650,UH,506228_VF,HVM-FULL,175580.0,2547,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35435,UL,555425_VF,HVM-FULL,175580.0,265,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35435,UL,555425_VF,HVM-FULL,175580.0,1268,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35435,UL,555425_VF,HVM-FULL,175580.0,2547,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35544,UL,555425_VF,HVM-FULL,175580.0,265,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35544,UL,555425_VF,HVM-FULL,175580.0,1268,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35544,UL,555425_VF,HVM-FULL,175580.0,2547,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35435,UL,506228_VF,HVM-FULL,175580.0,265,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35435,UL,506228_VF,HVM-FULL,175580.0,1268,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35435,UL,506228_VF,HVM-FULL,175580.0,2547,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35544,UL,506228_VF,HVM-FULL,175580.0,265,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35544,UL,506228_VF,HVM-FULL,175580.0,1268,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35544,UL,506228_VF,HVM-FULL,175580.0,2547,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35543,UV,555425_VF,HVM-FULL,175580.0,265,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35543,UV,555425_VF,HVM-FULL,175580.0,1268,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35543,UV,555425_VF,HVM-FULL,175580.0,2547,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35042,UV,555425_VF,HVM-FULL,175580.0,265,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35042,UV,555425_VF,HVM-FULL,175580.0,1268,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35042,UV,555425_VF,HVM-FULL,175580.0,2547,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35543,UV,506228_VF,HVM-FULL,175580.0,265,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35543,UV,506228_VF,HVM-FULL,175580.0,1268,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35543,UV,506228_VF,HVM-FULL,175580.0,2547,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35042,UV,506228_VF,HVM-FULL,175580.0,265,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35042,UV,506228_VF,HVM-FULL,175580.0,1268,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35042,UV,506228_VF,HVM-FULL,175580.0,2547,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35043,UX,555425_VF,HVM-FULL,175580.0,265,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35043,UX,555425_VF,HVM-FULL,175580.0,1268,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35043,UX,555425_VF,HVM-FULL,175580.0,2547,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35542,UX,555425_VF,HVM-FULL,175580.0,265,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35542,UX,555425_VF,HVM-FULL,175580.0,1268,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35542,UX,555425_VF,HVM-FULL,175580.0,2547,CSAM DLA,CSMe,CML S62,97.5,2054.29,1.0,,mcs_original
AT,A48,CMLS62,35043,UX,506228_VF,HVM-FULL,175580.0,265,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35043,UX,506228_VF,HVM-FULL,175580.0,1268,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35043,UX,506228_VF,HVM-FULL,175580.0,2547,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35542,UX,506228_VF,HVM-FULL,175580.0,265,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35542,UX,506228_VF,HVM-FULL,175580.0,1268,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CMLS62,35542,UX,506228_VF,HVM-FULL,175580.0,2547,CSAM DLA,CSMg,CML S62,97.4,2052.18,1.0,,mcs_original
AT,A48,CFD,30197,FF,555428_VF,HVM-FULL,168250.0,265,CSAM DLA,CSMe,CFL S62,97.5,1968.53,1.0,,mcs_original
AT,A48,CFD,30197,FF,555428_VF,HVM-FULL,168250.0,1268,CSAM DLA,CSMe,CFL S62,97.5,1968.53,1.0,,mcs_original
AT,A48,CFD,30197,FF,555428_VF,HVM-FULL,168250.0,2547,CSAM DLA,CSMe,CFL S62,97.5,1968.53,1.0,,mcs_original
AT,A48,CFD,30197,FF,506096_VF,HVM-FULL,168250.0,265,CSAM DLA,CSMg,CFL S62,97.4,1966.51,1.0,,mcs_original
AT,A48,CFD,30197,FF,506096_VF,HVM-FULL,168250.0,1268,CSAM DLA,CSMg,CFL S62,97.4,1966.51,1.0,,mcs_original
AT,A48,CFD,30197,FF,506096_VF,HVM-FULL,168250.0,2547,CSAM DLA,CSMg,CFL S62,97.4,1966.51,1.0,,mcs_original
AT,A48,CFD,33841,HP,555428_VF,HVM-FULL,168250.0,265,CSAM DLA,CSMe,CFL S62,97.5,1968.53,1.0,,mcs_original
AT,A48,CFD,33841,HP,555428_VF,HVM-FULL,168250.0,1268,CSAM DLA,CSMe,CFL S62,97.5,1968.53,1.0,,mcs_original
AT,A48,CFD,33841,HP,555428_VF,HVM-FULL,168250.0,2547,CSAM DLA,CSMe,CFL S62,97.5,1968.53,1.0,,mcs_original
AT,A48,CFD,33841,HP,506096_VF,HVM-FULL,168250.0,265,CSAM DLA,CSMg,CFL S62,97.4,1966.51,1.0,,mcs_original
AT,A48,CFD,33841,HP,506096_VF,HVM-FULL,168250.0,1268,CSAM DLA,CSMg,CFL S62,97.4,1966.51,1.0,,mcs_original
AT,A48,CFD,33841,HP,506096_VF,HVM-FULL,168250.0,2547,CSAM DLA,CSMg,CFL S62,97.4,1966.51,1.0,,mcs_original
