TYPE,ROUTE,SDD_SEQUENCE,OPERATION,OPERATION_DESC,ENTITY,MOR,SAMPLE_RATE,CT,SHIFT_START_WIP,GOAL_TYPE,TOTAL_GOAL,SUBCELL_INFO,PASS_WIP
UNIT,ARLU281,60,1987,HPO-HTS1,,,,1.0,14.302,IncomingWIP,33.802,,0.0
UNIT,ARLU281,70,2135,HPO-CURE,,15.13,100.0,1.97,7.16,IncomingWIP,30.0,,0.0
UNIT,ARLU281,80,730,HPO-HTS2,,,,0.15,0.0,IncomingWIP,25.075,,0.0
UNIT,ARLU281,90,1429,HTS-ST,,,,0.3,1.792,IncomingWIP,26.554,,0.0
UNIT,ARLU281,100,970,FLI-BLUE-M,,18.32,100.0,3.27,18.015,IncomingWIP,30.0,,0.0
UNIT,ARLU281,110,1430,HTS-US,,,,0.2,0.0,IncomingWIP,21.825,,0.0
UNIT,ARLU281,120,1237,CSAM,,,,0.0,0.0,IncomingWIP,21.461,,0.0
UNIT,ARLU281,130,5653,JEDEC-TPR1,,77.3,100.0,1.99,0.0,IncomingWIP,21.461,,0.0
UNIT,ARLU281,140,2171,TACS2,,78.68,100.0,0.36,0.0,IncomingWIP,17.902,,0.0
UNIT,ARLU281,150,2151,JLP2ERGO1,,,,0.18,0.0,IncomingWIP,17.365,,0.0
UNIT,ARLU281,160,2436,PEVI-BDFOV,,,,2.53,1.792,IncomingWIP,18.897,,0.0
UNIT,ARLU281,170,2150,ERGO2JLP1,,,,0.5,0.0,IncomingWIP,14.913,,0.0
UNIT,ARLU281,180,2133,NG-BAL-DH1,BAL710,18.99,100.0,5.01,14.335,IncomingWIP,28.627,,0.0
UNIT,ARLU281,190,2172,TACS3,,23.63,100.0,1.75,8.956,IncomingWIP,25.631,,0.0
UNIT,B21,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,B21,30,608,SUBMARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,B21,40,1208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,B21,60,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,B22,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,B22,30,608,SUBMARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,B22,40,1208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,B22,60,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,B42,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,B42,30,608,SUBMARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,B42,40,1208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,B42,60,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,B42ECG,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,B42ECG,30,608,SUBMARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,B42ECG,40,1208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,B42ECG,60,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWCNV,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWCNV,30,614,FOL-UV-MAR,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWCNV,40,2170,TACS1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWFTC,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWFTC,30,614,FOL-UV-MAR,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWFTC,40,2170,TACS1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWH2D,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWH2D,30,614,FOL-UV-MAR,,46.04,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWH2D,40,1208,APL,,29.81,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWU22,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWU22,30,614,FOL-UV-MAR,,46.56,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWU22,40,2170,TACS1,,30.71,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWU23,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWU23,20,1204,DIETCB,,14.1,100.0,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,BDWU23,30,614,FOL-UV-MAR,,46.56,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWU23,30,5651,JEDEC-TPP1,,82.2,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWU23,40,2170,TACS1,,30.71,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWU23,40,2004,JDFLX,,91.81,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWU23,50,1225,EYUF,,15.11,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWU23,60,1429,HTS-ST,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWU23,70,1235,EYC,,10.87,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWU23,80,1430,HTS-US,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWU23,90,1237,CSAM,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWU23,100,1253,PEM,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWU23,110,5653,JEDEC-TPR1,,81.73,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWU23,120,2171,TACS2,,94.04,30.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWU23,130,2177,TACSSTF4,,30.71,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWU23,140,2150,ERGO2JLP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWU23,150,2151,JLP2ERGO1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWU23,160,2152,ERGO2JLP2,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWU23,170,2133,NG-BAL-DH1,,16.07,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWU23,180,2172,TACS3,,29.72,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWU23,190,1863,MPEVI-BARE,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWX22,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWX22,30,614,FOL-UV-MAR,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDWX22,40,2170,TACS1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDXDE16C,20,1210,SCAM,,6.01,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDXDE16C,30,1216,CAMDFLXP,,72.95,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDXDE16C,40,1225,EYUF,,11.19,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDXDE16C,50,1429,HTS-ST,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDXDE16C,60,1235,EYC,,7.09,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDXDE16C,70,1430,HTS-US,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDXDE16C,80,1237,CSAM,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDXDE16C,90,1253,PEM,,12.3,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDXDE16C,100,1238,CTL,,28.59,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDXDE16C,110,1248,SAPEVI-XGA,,12.3,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDXDE16C,120,2150,ERGO2JLP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDXDE16C,130,1960,DLAP,,14.02,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDXDE16C,140,1264,IHSAA,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDXDE16C,150,2171,TACS2,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDXDE16C,160,2152,ERGO2JLP2,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDXDE16C,170,1440,BA-JEDEC,,19.14,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,BDXDE16C,180,2172,TACS3,,26.43,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,C710,20,1204,DIETCB,,2.6,100.0,2.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,C710,30,5651,JEDEC-TPP1,,16.93,100.0,2.14,0.0,CleanWIP,0.0,,0.0
UNIT,C710,40,2004,JDFLX,,8.11,100.0,2.88,0.0,CleanWIP,0.0,,0.0
UNIT,C710,50,1225,EYUF,,2.15,100.0,9.19,0.0,CleanWIP,0.0,,0.0
UNIT,C710,60,1987,HPO-HTS1,,23.28,100.0,1.78,0.0,CleanWIP,0.0,,0.0
UNIT,C710,70,2135,HPO-CURE,,2.14,100.0,1.87,0.0,CleanWIP,0.0,,0.0
UNIT,C710,80,730,HPO-HTS2,,23.28,100.0,0.19,0.0,CleanWIP,0.0,,0.0
UNIT,C710,90,1429,HTS-ST,,23.28,100.0,0.36,0.0,CleanWIP,0.0,,0.0
UNIT,C710,100,970,FLI-BLUE-M,,2.6,100.0,4.4,0.0,CleanWIP,0.0,,0.0
UNIT,C710,110,1430,HTS-US,,23.28,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,C710,120,5653,JEDEC-TPR1,,16.81,100.0,1.24,0.0,CleanWIP,0.0,,0.0
UNIT,C710,130,2037,TACS,,7.58,100.0,1.55,0.0,CleanWIP,0.0,,0.0
UNIT,C710,140,1895,MPEVI-XGA,,16.59,100.0,2.34,0.0,CleanWIP,0.0,,0.0
UNIT,C710,150,2150,ERGO2JLP1,,38.33,100.0,0.46,0.0,CleanWIP,0.0,,0.0
UNIT,C710,160,1960,DLAP,,2.6,100.0,6.87,0.0,CleanWIP,0.0,,0.0
UNIT,C710,170,1264,IHSAA,,,,0.04,0.0,CleanWIP,0.0,,0.0
UNIT,C710,180,1501,JEDEC-TPT1,,16.7,100.0,2.02,0.0,CleanWIP,0.0,,0.0
UNIT,C710,190,1265,IHSC,,0.96,100.0,2.93,0.0,CleanWIP,0.0,,0.0
UNIT,C710,200,1268,CSAM2,,,,6.63,0.0,CleanWIP,0.0,,0.0
UNIT,C710,210,4992,JEDEC-TPT2,,16.7,100.0,1.78,0.0,CleanWIP,0.0,,0.0
UNIT,C710,220,2171,TACS2,,7.08,100.0,2.35,0.0,CleanWIP,0.0,,0.0
UNIT,C710,230,2161,ERGO2JLPRW,,38.33,100.0,0.67,0.0,CleanWIP,0.0,,0.0
UNIT,C710,240,2133,NG-BAL-DH1,,5.16,100.0,14.76,0.0,CleanWIP,0.0,,0.0
UNIT,C710,250,2172,TACS3,,7.58,100.0,3.5,0.0,CleanWIP,0.0,,0.0
UNIT,C710,260,7666,DVI-DLA,,3.36,100.0,6.11,0.0,CleanWIP,0.0,,0.0
UNIT,CFD,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CFD,30,614,FOL-UV-MAR,,41.96,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CFD,40,1208,APL,,31.66,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CFLH62,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CFLH62,20,971,HYBRID-CAM,,16.1,100.0,2.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,CFLH62,30,614,FOL-UV-MAR,,46.04,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CFLH62,30,5651,JEDEC-TPP1,,83.48,100.0,2.39,0.0,CleanWIP,0.0,,0.0
UNIT,CFLH62,40,2004,JDFLX,,68.97,100.0,1.17,0.0,CleanWIP,0.0,,0.0
UNIT,CFLH62,40,2170,TACS1,,26.79,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CFLH62,50,1225,EYUF,,21.27,100.0,5.5,0.0,CleanWIP,0.0,,0.0
UNIT,CFLH62,60,1429,HTS-ST,,,,1.12,0.0,CleanWIP,0.0,,0.0
UNIT,CFLH62,60,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CFLH62,70,1235,EYC,,10.4,100.0,4.17,0.0,CleanWIP,0.0,,0.0
UNIT,CFLH62,80,1430,HTS-US,,,,0.1,0.0,CleanWIP,0.0,,0.0
UNIT,CFLH62,90,1237,CSAM,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CFLH62,100,1299,PEM-CUSP,,22.83,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CFLH62,110,5653,JEDEC-TPR1,,82.9,100.0,2.3,0.0,CleanWIP,0.0,,0.0
UNIT,CFLH62,120,2171,TACS2,,26.34,100.0,2.0,0.0,CleanWIP,0.0,,0.0
UNIT,CFLH62,130,2176,TACSRWK6,,,,1.85,0.0,CleanWIP,0.0,,0.0
UNIT,CFLH62,140,2152,ERGO2JLP2,,,,1.04,0.0,CleanWIP,0.0,,0.0
UNIT,CFLH62,150,2133,NG-BAL-DH1,,19.22,100.0,12.75,0.0,CleanWIP,0.0,,0.0
UNIT,CFLH62,160,2172,TACS3,,19.15,100.0,2.56,0.0,CleanWIP,0.0,,0.0
UNIT,CFLH62,170,9696,DUM4FABCHG,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CFLH62,180,1245,SAPEVIBARE,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CFLH62,190,1863,MPEVI-BARE,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CFLH62,200,1091,MAVI-EXC,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CFLU43,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CFLU43,30,2173,TACSSTF1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CFLU43,40,1171,LCSA,,,,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,CFLU43,50,1173,LCSC,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CFLU43,60,2174,TACSSTF2,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CFLU43,70,601,2D+HR-MARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CFLU43,80,1175,PLCSVI,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CFLU43,90,2150,ERGO2JLP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CFP,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CFP,30,601,2D+HR-MARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CFP,40,1208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CFP,50,1060,MET0-599,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CFP,70,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CMLS62,20,971,HYBRID-CAM,,16.03,100.0,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,CMLS62,30,5651,JEDEC-TPP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CMLS62,40,2004,JDFLX,,77.09,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CMLS62,50,1225,EYUF,,25.4,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CMLS62,60,1429,HTS-ST,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CMLS62,70,1235,EYC,,15.72,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CMLS62,80,1430,HTS-US,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CMLS62,90,5653,JEDEC-TPR1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CMLS62,100,2171,TACS2,,30.97,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CMLS62,110,1245,SAPEVIBARE,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CMLS62,120,2150,ERGO2JLP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CMLS62,130,1960,DLAP,,23.5,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CMLS62,140,1264,IHSAA,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CMLS62,150,1265,IHSC,,26.88,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CMLS62,160,2172,TACS3,,31.56,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CMLS62,170,9696,DUM4FABCHG,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CNLU2P,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CNLU2P,30,614,FOL-UV-MAR,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CNLU2P,40,2173,TACSSTF1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CNLU2P,50,1171,LCSA,,,,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,CNLU2P,60,1173,LCSC,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CNLU2P,70,2174,TACSSTF2,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CNLU2P,80,1175,PLCSVI,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CNLU2P,90,2150,ERGO2JLP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CNLY22,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CNLY22,30,2173,TACSSTF1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CNLY22,40,1171,LCSA,,,,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,CNLY22,50,1173,LCSC,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CNLY22,60,2174,TACSSTF2,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CNLY22,70,1175,PLCSVI,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CNLY22,80,601,2D+HR-MARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CNLY22,90,2150,ERGO2JLP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CNP,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CNP,30,614,FOL-UV-MAR,,52.11,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CNP,40,1208,APL,,35.51,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CNP,50,1048,DSC-ATTACH,,14.21,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CNP,60,2053,DFLXJDSC,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CNP,70,4076,FORCEDSIT,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,CNP,90,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GLR,20,1204,DIETCB,,1.22,,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,GLR,30,5651,JEDEC-TPP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GLR,40,2004,JDFLX,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GLR,50,1225,EYUF,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GLR,60,1987,HPO-HTS1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GLR,70,2135,HPO-CURE,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GLR,80,730,HPO-HTS2,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GLR,90,1429,HTS-ST,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GLR,100,970,FLI-BLUE-M,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GLR,110,1430,HTS-US,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GLR,120,1237,CSAM,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GLR,130,1253,PEM,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GLR,140,1299,PEM-CUSP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GLR,150,5653,JEDEC-TPR1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GLR,160,2037,TACS,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GLR,170,2150,ERGO2JLP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GLR,180,1960,DLAP,,2.3,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GLR,190,1501,JEDEC-TPT1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GLR,200,1265,IHSC,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GLR,210,4992,JEDEC-TPT2,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GLR,220,2171,TACS2,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GLR,230,2152,ERGO2JLP2,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GLR,240,2133,NG-BAL-DH1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GLR,250,2172,TACS3,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GLR,260,1863,MPEVI-BARE,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,10,11,R048,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,20,7904,METUNSEAL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,30,1536,IVINSBA,,6.07,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,40,7296,T-TXFR,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,50,7665,DVI-EPX,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,60,7652,HBI-PROD,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,70,6261,CPBIC8HD,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,80,8585,EDISPO1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,90,8780,JIT20,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,100,7571,OLBPBICBIN,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,110,7290,Z048,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,120,5006,ADLTSCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,130,7200,C048,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,140,7655,HBI-KLOT,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,150,6193,CPBIC11HD,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,160,6197,CFUSEHD,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,170,8790,JIT30,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,180,6511,OLBFUSEHD,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,190,8748,PPV-SPS-SD,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,200,8749,PPV-SPM-SD,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,210,7681,PPV-SPM,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,220,7682,PPV-SPS-1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,230,6341,PPV-SPM-3,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,240,6342,PPV-SPS-3,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,250,6244,CFQAT3HD,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,260,8891,JIT31C,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,270,6677,OLBQA2,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,280,7300,MARK,,11.09,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,290,1285,TFLIP,,22.67,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,300,8728,EOL-BS-ULT,,10.61,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,310,1310,TFLIP2,,22.67,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,320,1007,DVI-EOL,,4.89,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,330,6547,IRVI-EOL,,57.57,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,340,8792,JIT32,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,350,7226,T-T-TXFR,,10.81,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,360,8581,TRAY-PN-CH,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,370,7368,FVI,,6.07,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,380,7472,MVQA,,12.05,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,390,7475,ASTRAP,,7.47,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,400,7345,AQC,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,GNRXCP,410,7399,Y048,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWB42,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWB42,30,614,FOL-UV-MAR,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWB42,40,1208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWCRW,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWCRW,30,614,FOL-UV-MAR,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWCRW,40,1208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWP22,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWP22,30,614,FOL-UV-MAR,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWP22,40,1208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWP22,60,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWP42,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWP42,30,614,FOL-UV-MAR,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWP42,40,1208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
