TYPE,ROUTE,SDD_SEQUENCE,OPERATION,OPERATION_DESC,ENTITY,MOR,SAMPLE_RATE,CT,SHIFT_START_WIP,GOAL_TYPE,TOTAL_GOAL,SUBCELL_INFO,PASS_WIP
UNIT,P22,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P22,30,601,2D+HR-MARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P22,40,1208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P22,60,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P3B,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P3B,30,601,2D+HR-MARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P3B,40,1208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P3B,50,1022,MET0-599,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P3B,70,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P3P,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P3P,30,601,2D+HR-MARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P3P,40,1208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P3P,50,1060,MET0-599,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P3P,70,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P42,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P42,30,601,2D+HR-MARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P42,40,1208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P42,60,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P6B,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P6B,30,601,2D+HR-MARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P6B,40,1208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P6B,50,1022,MET0-599,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P6B,70,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P6P,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P6P,30,601,2D+HR-MARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P6P,40,1208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P6P,50,1060,MET0-599,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P6P,70,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PBG,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PBG,30,608,SUBMARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PBG,40,1208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PBG,60,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,20,971,HYBRID-CAM,,14.1,,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,PKR,30,5651,JEDEC-TPP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,40,2004,JDFLX,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,50,1225,EYUF,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,60,1429,HTS-ST,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,70,1235,EYC,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,80,1430,HTS-US,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,90,5653,JEDEC-TPR1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,100,2037,TACS,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,110,2150,ERGO2JLP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,120,1171,LCSA,,15.3,,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,PKR,130,1173,LCSC,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,140,2171,TACS2,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,150,2863,PEVI-B-BA,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,160,2152,ERGO2JLP2,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,170,9021,METPCK-LTH,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,180,2133,NG-BAL-DH1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,190,2172,TACS3,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,200,411,IFSSFGI,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,210,7300,MARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,220,2423,DIE-MARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,230,1007,DVI-EOL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,240,6547,IRVI-EOL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,250,8792,JIT32,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,260,1991,BAKE-24HR,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,270,7226,T-T-TXFR,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,280,7296,T-TXFR,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,290,7356,FVI,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,300,2733,FVIIDC,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,310,7354,MVQA,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,320,7475,ASTRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,330,7345,AQC,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PKR,340,7399,Y048,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PP,10,2289,AS48,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PP,20,601,2D+HR-MARK,,47.56,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PP,20,2208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PP,20,2610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PP,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PP,30,1208,APL,,36.48,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PP,30,2207,SUB-MARK,,47.56,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PP,30,608,SUBMARK,,47.56,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PP,30,601,2D+HR-MARK,,47.56,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PP,30,2299,AI48,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PP,40,1208,APL,,36.48,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PP,40,2208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PP,50,1022,MET0-599,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PP,50,1060,MET0-599,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PP,50,1062,QV-IS,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PP,50,2299,AI48,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PP,50,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PP,60,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PP,70,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PP IBX,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PP IBX,30,608,SUBMARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PP IBX,40,1208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PP IBX,60,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADLP282,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADLP282,30,614,FOL-UV-MAR,,41.44,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADLP282,40,2173,TACSSTF1,,28.12,100.0,4.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADLP282,50,1171,LCSA,,17.8,100.0,6.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-ADLP282,60,1173,LCSC,,8.98,100.0,6.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADLP282,70,2174,TACSSTF2,,78.88,26.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADLP282,80,1175,PLCSVI,,29.73,70.0,3.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADLP282,90,306,PSVI-STAGE,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADLP282,100,2150,ERGO2JLP1,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADLP282,110,2048,TCB-PLASMA,,49.79,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADLP682,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADLP682,30,614,FOL-UV-MAR,,41.44,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADLP682,40,2173,TACSSTF1,,28.12,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADLP682,50,1171,LCSA,,17.75,100.0,6.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-ADLP682,60,1173,LCSC,,8.98,100.0,6.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADLP682,70,2174,TACSSTF2,,66.48,34.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADLP682,80,1175,PLCSVI,,20.85,100.0,3.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADLP682,90,306,PSVI-STAGE,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADLP682,100,2150,ERGO2JLP1,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADLP682,110,2048,TCB-PLASMA,,51.92,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADLS601,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADLS601,30,614,FOL-UV-MAR,,34.85,100.0,6.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADLS601,40,2170,TACS1,,25.73,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADLS601,50,510,JDSC,,15.1,100.0,2.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-ADLS601,60,2048,TCB-PLASMA,,43.5,100.0,6.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADLS881,20,610,MET3SUB,,,,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADLS881,30,614,FOL-UV-MAR,,34.74,100.0,7.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADLS881,40,2170,TACS1,,25.73,100.0,8.0,6.566,CleanWIP,6.566,,0.0
SUBSTRATE,PP-ADLS881,50,510,JDSC,,15.2,100.0,2.0,10.976,LoadingPlan,15.189,,0.0
SUBSTRATE,PP-ADLS881,60,2048,TCB-PLASMA,,45.43,100.0,3.0,0.0,IncomingWIP,12.657,,0.0
SUBSTRATE,PP-ADP,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADP,30,614,FOL-UV-MAR,,54.1,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADP,40,2170,TACS1,,33.83,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADP,60,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADVT,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADVT,30,614,FOL-UV-MAR,,45.94,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ADVT,40,1208,APL,,39.51,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-AMLY42,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-AMLY42,30,2173,TACSSTF1,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-AMLY42,40,1171,LCSA,,,,15.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-AMLY42,50,1173,LCSC,,,,6.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-AMLY42,60,2174,TACSSTF2,,,,26.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-AMLY42,70,608,SUBMARK,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-AMLY42,80,1175,PLCSVI,,,,4.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-AMLY42,90,2150,ERGO2JLP1,,,,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ARLH682,20,2044,BRD-START,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ARLH682,40,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ARLH682,50,614,FOL-UV-MAR,,57.04,100.0,2.0,3.368,CleanWIP,3.368,,0.0
SUBSTRATE,PP-ARLH682,60,2173,TACSSTF1,,26.33,100.0,4.0,7.441,IncomingWIP,10.248,,0.0
SUBSTRATE,PP-ARLH682,80,1173,LCSC,,8.98,100.0,6.0,0.0,IncomingWIP,6.832,,0.0
SUBSTRATE,PP-ARLH682,90,2174,TACSSTF2,,74.29,30.0,2.0,0.0,IncomingWIP,1.025,,2.391
SUBSTRATE,PP-ARLH682,100,1175,PLCSVI,,16.79,100.0,2.0,0.0,IncomingWIP,3.245,,0.0
SUBSTRATE,PP-ARLH682,110,2150,ERGO2JLP1,,,,1.0,0.0,IncomingWIP,2.704,,0.0
SUBSTRATE,PP-ARLH682,120,2048,TCB-PLASMA,,53.44,100.0,1.0,0.0,IncomingWIP,2.479,,0.0
SUBSTRATE,PP-ARLS681,20,2044,BRD-START,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ARLS681,40,610,MET3SUB,,,,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ARLS681,50,614,FOL-UV-MAR,,38.49,100.0,7.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ARLS681,60,2170,TACS1,,26.82,100.0,5.0,11.103,CleanWIP,11.103,,0.0
SUBSTRATE,PP-ARLS681,80,5651,JEDEC-TPP1,,67.37,100.0,1.0,0.0,IncomingWIP,6.477,,0.0
SUBSTRATE,PP-ARLS681,90,2053,DFLXJDSC,,74.3,100.0,2.0,0.0,IncomingWIP,5.937,,0.0
SUBSTRATE,PP-ARLS681,100,5653,JEDEC-TPR1,,67.02,100.0,1.0,0.0,IncomingWIP,4.948,,0.0
SUBSTRATE,PP-ARLS681,110,2048,TCB-PLASMA,,43.5,100.0,3.0,0.0,IncomingWIP,4.536,,0.0
SUBSTRATE,PP-ARLS816,20,2044,BRD-START,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ARLS816,40,610,MET3SUB,,,,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ARLS816,50,614,FOL-UV-MAR,,41.64,100.0,7.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ARLS816,60,2170,TACS1,,25.93,100.0,5.0,12.694,CleanWIP,12.694,,0.0
SUBSTRATE,PP-ARLS816,70,510,JDSC,,14.6,100.0,5.0,12.544,LoadingPlan,13.684,,0.0
SUBSTRATE,PP-ARLS816,80,5652,JEDEC-TPP2,,67.37,100.0,1.0,0.0,IncomingWIP,7.982,,0.0
SUBSTRATE,PP-ARLS816,90,2053,DFLXJDSC,,74.3,100.0,2.0,1.568,IncomingWIP,8.885,,0.0
SUBSTRATE,PP-ARLS816,100,5654,JEDEC-TPR2,,67.02,100.0,1.0,0.0,IncomingWIP,7.404,,0.0
SUBSTRATE,PP-ARLS816,110,2048,TCB-PLASMA,,43.91,100.0,3.0,3.136,IncomingWIP,9.923,,0.0
SUBSTRATE,PP-ARLS816DF,20,2044,BRD-START,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ARLS816DF,40,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ARLS816DF,50,614,FOL-UV-MAR,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ARLS816DF,60,2170,TACS1,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ARLS816DF,70,510,JDSC,,,,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-ARLS816DF,80,5652,JEDEC-TPP2,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ARLS816DF,90,2053,DFLXJDSC,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ARLS816DF,100,5654,JEDEC-TPR2,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ARLS816DF,110,2048,TCB-PLASMA,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ARLU281,20,2044,BRD-START,,,,1.0,2.72,CleanWIP,2.72,,0.0
SUBSTRATE,PP-ARLU281,40,610,MET3SUB,,,,1.0,0.0,IncomingWIP,2.493,,0.0
SUBSTRATE,PP-ARLU281,50,614,FOL-UV-MAR,,55.17,100.0,2.0,5.851,IncomingWIP,8.136,,0.0
SUBSTRATE,PP-ARLU281,60,2173,TACSSTF1,,26.33,100.0,4.0,6.951,IncomingWIP,13.731,,0.0
SUBSTRATE,PP-ARLU281,70,1171,LCSA,,16.4,100.0,6.0,9.905,LoadingPlan,15.937,,0.0
SUBSTRATE,PP-ARLU281,80,1173,LCSC,,8.98,100.0,6.0,10.077,IncomingWIP,18.046,,0.0
SUBSTRATE,PP-ARLU281,90,2174,TACSSTF2,,74.29,30.0,2.0,4.596,IncomingWIP,7.303,,6.316
SUBSTRATE,PP-ARLU281,100,1175,PLCSVI,,14.78,100.0,2.0,0.0,IncomingWIP,12.402,,0.0
SUBSTRATE,PP-ARLU281,110,2150,ERGO2JLP1,,,,1.0,1.676,IncomingWIP,12.011,,0.0
SUBSTRATE,PP-ARLU281,120,2048,TCB-PLASMA,,53.44,100.0,1.0,1.68,IncomingWIP,12.69,,0.0
SUBSTRATE,PP-BDX16C,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-BDX16C,30,614,FOL-UV-MAR,,33.28,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-BDX16C,40,1208,APL,,28.9,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-C710,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-C710,30,614,FOL-UV-MAR,,9.33,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-C710,40,2170,TACS1,,7.08,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-C710,50,366,IFSSTAGING,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-C710,60,510,JDSC,,3.5,100.0,5.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-C710,70,5652,JEDEC-TPP2,,16.93,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-C710,80,2053,DFLXJDSC,,8.11,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-C710,90,5654,JEDEC-TPR2,,16.81,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-C710,100,2048,TCB-PLASMA,,10.24,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CFH,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CFH,30,614,FOL-UV-MAR,,41.96,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CFH,40,1208,APL,,30.18,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CFLH82,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CFLH82,30,614,FOL-UV-MAR,,45.31,100.0,5.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CFLH82,40,2173,TACSSTF1,,27.32,100.0,5.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CFLH82,50,1171,LCSA,,16.89,100.0,13.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-CFLH82,60,1173,LCSC,,8.04,100.0,8.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-CFLH82,70,2038,TACSRWK5,,,,5.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CFLH82,70,2174,TACSSTF2,,24.93,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CFLH82,80,1175,PLCSVI,,19.99,100.0,5.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CFLH82,90,1208,APL,,,,5.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CFLH82,90,2150,ERGO2JLP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLH82,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLH82,30,614,FOL-UV-MAR,,,,5.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLH82,40,2173,TACSSTF1,,,,3.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLH82,50,1171,LCSA,,17.0,,11.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-CMLH82,60,1173,LCSC,,,,6.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLH82,70,2174,TACSSTF2,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLH82,80,1175,PLCSVI,,,,4.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLH82,90,2150,ERGO2JLP1,,,,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLS102,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLS102,30,614,FOL-UV-MAR,,41.65,100.0,6.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLS102,40,2170,TACS1,,31.07,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLS62,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLS62,30,614,FOL-UV-MAR,,52.02,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLS62,40,1208,APL,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLS62,40,2170,TACS1,,28.7,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLU42,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLU42,30,614,FOL-UV-MAR,,45.62,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLU42,40,2173,TACSSTF1,,27.62,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLU42,50,1171,LCSA,,17.31,100.0,1.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-CMLU42,60,1173,LCSC,,8.63,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLU42,70,2174,TACSSTF2,,39.55,66.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLU42,80,1175,PLCSVI,,20.67,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLU42,90,2150,ERGO2JLP1,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLU62,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLU62,30,614,FOL-UV-MAR,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLU62,40,2173,TACSSTF1,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLU62,50,1171,LCSA,,,,1.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-CMLU62,60,1173,LCSC,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLU62,70,2174,TACSSTF2,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLU62,80,1175,PLCSVI,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLU62,90,2150,ERGO2JLP1,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLU64,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLU64,30,614,FOL-UV-MAR,,,,4.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLU64,40,2173,TACSSTF1,,,,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLU64,50,1171,LCSA,,15.0,,7.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-CMLU64,60,1173,LCSC,,,,6.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLU64,70,2174,TACSSTF2,,,,3.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLU64,80,1175,PLCSVI,,,,3.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLU64,90,2150,ERGO2JLP1,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMLU64,100,2048,TCB-PLASMA,,,,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMP,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMP,30,614,FOL-UV-MAR,,54.41,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMP,40,1208,APL,,34.33,100.0,1.0,0.0,CleanWIP,0.0,,0.0
